1,1,0,277,0
2,3,0,208,0
3,45,0,598,0
4,17,0,2324,0
5,8,0,1310,0
6,3,0,1197,0
7,11,0,1379,0
8,1,0,2743,0
9,3,0,925,0
10,7,0,1408,0
11,10,0,1729,0
12,13,0,523,0
13,7,0,2013,0
14,8,0,1240,0
15,5,0,2028,0
16,1,0,25,0
17,29,0,2887,0
18,20,0,877,0
19,6,0,51,0
20,5,0,362,0
21,2,0,1143,0
22,3,0,1876,0
23,10,0,833,0
24,2,0,1102,0
25,23,0,2943,0
26,12,0,1817,0
27,24,0,1953,0
28,3,0,729,0
29,6,0,2313,0
30,8,0,1774,0
31,6,0,43,0
32,2,0,2910,0
33,1,0,1344,0
34,7,0,1612,0
35,2,0,2945,0
36,5,0,126,0
37,6,0,1297,0
38,3,0,1702,0
39,1,0,2671,0
40,8,0,185,0
41,11,0,365,0
42,9,0,1479,0
43,10,0,1529,0
44,13,0,899,0
45,1,0,2307,0
46,21,0,743,0
47,19,0,1683,0
48,5,0,2487,0
49,10,0,171,0
50,3,0,424,0
51,4,0,1548,0
52,8,0,1789,0
53,12,0,2133,0
54,14,0,500,0
55,16,0,1649,0
56,2,0,881,0
57,8,0,1589,0
58,7,0,2931,0
59,8,0,2915,0
60,1,0,639,0
61,13,0,1872,0
62,1,0,1917,0
63,7,0,2913,0
64,18,0,792,0
65,9,0,1268,0
66,7,0,476,0
67,6,0,1895,0
68,7,0,2876,0
69,31,0,1101,0
70,27,0,2801,0
71,9,0,2979,0
72,5,0,2308,0
73,9,0,496,0
74,13,0,1875,0
75,2,0,2223,0
76,9,0,1286,0
77,4,0,2158,0
78,2,0,2451,0
79,6,0,1634,0
80,8,0,1335,0
81,8,0,2321,0
82,21,0,1676,0
83,1,0,1182,0
84,1,0,969,0
85,2,0,2195,0
86,13,0,43,0
87,8,0,1177,0
88,16,0,2228,0
89,3,0,315,0
90,1,0,189,0
91,10,0,1262,0
92,8,0,1879,0
93,6,0,1244,0
94,17,0,1003,0
95,8,0,1615,0
96,8,0,1487,0
97,6,0,576,0
98,10,0,559,0
99,4,0,609,0
100,69,0,2827,0
101,9,0,2269,0
102,5,0,1728,0
103,3,0,2386,0
104,1,0,2560,0
