1, 17, 0, 1427
2, 4, 0, 545
3, 17, 0, 449
4, 3, 0, 2180
5, 6, 0, 2408
6, 6, 0, 48
7, 1, 0, 312
8, 5, 0, 2921
9, 12, 0, 946
10, 3, 0, 1919
11, 1, 0, 644
12, 8, 0, 2074
13, 13, 0, 428
14, 9, 0, 2860
15, 22, 0, 2209
16, 4, 0, 2419
17, 19, 0, 921
18, 8, 0, 2901
19, 3, 0, 1889
20, 6, 0, 2443
21, 13, 0, 473
22, 1, 0, 2628
23, 17, 0, 2009
24, 6, 0, 2593
25, 15, 0, 36
26, 1, 0, 772
27, 8, 0, 2937
28, 2, 0, 1196
29, 31, 0, 871
30, 2, 0, 654
31, 6, 0, 2494
32, 25, 0, 335
33, 11, 0, 2707
34, 1, 0, 2680
35, 7, 0, 102
36, 1, 0, 2917
37, 2, 0, 1784
38, 10, 0, 2885
39, 8, 0, 1909
40, 2, 0, 1000
41, 28, 0, 2405
42, 4, 0, 1985
43, 7, 0, 2066
44, 12, 0, 2655
45, 3, 0, 745
46, 30, 0, 497
47, 4, 0, 413
48, 8, 0, 1139
49, 11, 0, 944
50, 5, 0, 706
51, 21, 0, 1288
52, 1, 0, 1388
53, 19, 0, 2961
54, 8, 0, 673
55, 31, 0, 2252
56, 3, 0, 2031
57, 1, 0, 943
58, 14, 0, 1796
59, 13, 0, 2161
60, 1, 0, 2136
61, 7, 0, 2027
62, 18, 0, 1778
63, 1, 0, 96
64, 17, 0, 778
65, 13, 0, 2584
66, 30, 0, 1272
67, 3, 0, 186
68, 3, 0, 1652
69, 16, 0, 1264
70, 2, 0, 1347
71, 15, 0, 1349
72, 8, 0, 2779
73, 3, 0, 67
74, 19, 0, 943
75, 7, 0, 2086
76, 4, 0, 1883
77, 6, 0, 2178
78, 30, 0, 2009
79, 3, 0, 475
80, 12, 0, 431
81, 8, 0, 2033
82, 4, 0, 1425
83, 1, 0, 312
84, 3, 0, 923
85, 6, 0, 2143
86, 9, 0, 1436
87, 9, 0, 1062
88, 8, 0, 1661
89, 21, 0, 2781
90, 7, 0, 159
91, 20, 0, 2197
92, 8, 0, 328
93, 7, 0, 1287
94, 6, 0, 2866
95, 4, 0, 2268
96, 8, 0, 2526
97, 8, 0, 275
98, 3, 0, 1400
99, 1, 0, 1838
100, 6, 0, 1421
101, 8, 0, 920
102, 8, 0, 1457
103, 10, 0, 183
104, 1, 0, 2869
105, 5, 0, 2053
106, 15, 0, 2009
107, 2, 0, 2401
108, 1, 0, 1636
109, 8, 0, 1311
110, 20, 0, 826
111, 25, 0, 2857
112, 7, 0, 133
113, 2, 0, 2946
114, 8, 0, 2843
115, 25, 0, 642
116, 5, 0, 278
117, 7, 0, 1799
118, 30, 0, 2267
119, 8, 0, 313
120, 16, 0, 280
121, 35, 0, 1748
122, 8, 0, 2378
123, 8, 0, 2681
124, 1, 0, 89
125, 8, 0, 1569
126, 14, 0, 2840
127, 28, 0, 2454
128, 8, 0, 2689
129, 3, 0, 426
130, 1, 0, 228
131, 17, 0, 1976
132, 13, 0, 493
133, 2, 0, 1827
134, 13, 0, 1850
135, 9, 0, 2629
136, 16, 0, 2631
137, 3, 0, 1203
138, 3, 0, 1977
139, 3, 0, 1589
140, 1, 0, 2622
141, 8, 0, 1817
142, 14, 0, 1411
143, 8, 0, 2989
144, 1, 0, 1561
145, 2, 0, 1388
146, 9, 0, 2987
147, 10, 0, 2411
148, 8, 0, 1130
149, 8, 0, 1550
150, 1, 0, 1214
151, 14, 0, 1822
152, 25, 0, 609
153, 16, 0, 641
154, 4, 0, 1072
155, 7, 0, 2542
156, 2, 0, 403
157, 2, 0, 1602
158, 6, 0, 308
159, 4, 0, 197
160, 1, 0, 1391
161, 29, 0, 1718
162, 12, 0, 787
163, 3, 0, 859
164, 3, 0, 487
165, 4, 0, 1871
166, 2, 0, 403
167, 8, 0, 2170
168, 5, 0, 2991
169, 8, 0, 704
170, 3, 0, 928
171, 2, 0, 2749
172, 9, 0, 1721
173, 8, 0, 48
174, 6, 0, 2614
175, 37, 0, 699
176, 9, 0, 671
177, 8, 0, 1994
178, 6, 0, 2891
179, 10, 0, 1861
180, 10, 0, 1961
181, 8, 0, 2618
182, 1, 0, 1399
183, 8, 0, 1741
184, 5, 0, 2516
185, 2, 0, 396
186, 8, 0, 1719
187, 8, 0, 1142
188, 10, 0, 2846
189, 1, 0, 1312
190, 8, 0, 386
191, 20, 0, 136
192, 18, 0, 1696
193, 8, 0, 1118
194, 3, 0, 2819
195, 7, 0, 1770
196, 2, 0, 1095
197, 19, 0, 663
198, 8, 0, 2130
199, 5, 0, 2101
200, 5, 0, 96
201, 4, 0, 1102
202, 8, 0, 2590
203, 16, 0, 1532
204, 4, 0, 1147
205, 15, 0, 638
206, 1, 0, 2282
207, 13, 0, 1485
208, 1, 0, 1781
209, 1, 0, 1225
210, 34, 0, 1320
211, 13, 0, 834
212, 6, 0, 2929
213, 8, 0, 1827
214, 18, 0, 2363
215, 19, 0, 323
216, 1, 0, 247
217, 4, 0, 2951
218, 6, 0, 1533
219, 13, 0, 2672
220, 1, 0, 488
221, 29, 0, 129
222, 1, 0, 2926
223, 1, 0, 1295
224, 5, 0, 289
225, 10, 0, 1988
226, 3, 0, 2542
227, 1, 0, 1836
228, 11, 0, 2523
229, 4, 0, 77
230, 2, 0, 1777
231, 2, 0, 2096
232, 2, 0, 1166
233, 1, 0, 752
234, 6, 0, 2780
235, 1, 0, 146
236, 11, 0, 1191
237, 2, 0, 2727
238, 29, 0, 1278
239, 4, 0, 924
240, 1, 0, 2225
241, 11, 0, 338
242, 13, 0, 319
243, 3, 0, 460
244, 25, 0, 596
245, 1, 0, 2356
246, 8, 0, 484
247, 10, 0, 1789
248, 5, 0, 123
249, 13, 0, 2373
250, 2, 0, 105
251, 10, 0, 1170
252, 11, 0, 323
253, 1, 0, 2050
254, 14, 0, 979
255, 2, 0, 2105
256, 15, 0, 814
257, 5, 0, 2872
258, 5, 0, 140
259, 8, 0, 817
260, 2, 0, 2003
261, 1, 0, 548
262, 1, 0, 2091
263, 16, 0, 2281
264, 8, 0, 2282
265, 2, 0, 2322
266, 8, 0, 233
267, 1, 0, 645
268, 11, 0, 2211
269, 8, 0, 1122
270, 3, 0, 693
271, 3, 0, 1598
272, 2, 0, 761
273, 6, 0, 727
274, 3, 0, 1031
275, 3, 0, 258
276, 10, 0, 2566
277, 6, 0, 1114
278, 7, 0, 1116
279, 28, 0, 200
280, 1, 0, 2212
281, 15, 0, 2460
282, 6, 0, 1225
283, 2, 0, 1530
284, 9, 0, 1174
285, 14, 0, 122
286, 3, 0, 2747
287, 2, 0, 2655
288, 6, 0, 2778
289, 8, 0, 1135
290, 1, 0, 1615
291, 57, 0, 1449
292, 11, 0, 1478
293, 1, 0, 2217
294, 13, 0, 127
295, 3, 0, 2785
296, 5, 0, 1648
297, 8, 0, 983
298, 2, 0, 440
299, 34, 0, 2542
300, 16, 0, 2326
301, 12, 0, 2832
302, 4, 0, 636
303, 2, 0, 453
304, 5, 0, 2380
305, 3, 0, 1753
306, 2, 0, 2847
307, 14, 0, 2133
308, 2, 0, 1549
309, 7, 0, 987
310, 4, 0, 1569
311, 13, 0, 302
312, 30, 0, 1362
313, 15, 0, 1923
314, 4, 0, 2428
315, 22, 0, 1162
316, 4, 0, 1775
317, 36, 0, 2548
318, 5, 0, 969
319, 18, 0, 1418
320, 8, 0, 2737
321, 8, 0, 1356
322, 5, 0, 1209
323, 14, 0, 2803
324, 12, 0, 339
325, 8, 0, 2088
326, 10, 0, 2376
327, 7, 0, 2034
328, 1, 0, 2334
329, 20, 0, 2649
330, 5, 0, 1292
331, 14, 0, 2734
332, 20, 0, 580
333, 4, 0, 695
334, 5, 0, 1441
335, 7, 0, 209
336, 1, 0, 196
337, 8, 0, 2916
338, 1, 0, 1630
339, 9, 0, 942
340, 4, 0, 2939
341, 7, 0, 1780
342, 13, 0, 132
343, 1, 0, 936
344, 6, 0, 2830
345, 8, 0, 334
346, 23, 0, 2668
347, 3, 0, 2230
348, 1, 0, 2436
349, 15, 0, 2118
350, 7, 0, 777
351, 9, 0, 1035
352, 2, 0, 2090
353, 3, 0, 1589
354, 8, 0, 1444
355, 3, 0, 1980
356, 1, 0, 2336
357, 11, 0, 2491
358, 8, 0, 1755
359, 8, 0, 622
360, 5, 0, 1980
361, 13, 0, 1781
362, 4, 0, 1606
363, 8, 0, 2774
364, 9, 0, 1569
365, 10, 0, 786
366, 10, 0, 1686
367, 6, 0, 2074
368, 2, 0, 1920
369, 19, 0, 1145
370, 8, 0, 2348
371, 8, 0, 2855
372, 8, 0, 876
373, 1, 0, 2363
374, 1, 0, 2667
375, 8, 0, 1539
376, 15, 0, 1026
